,id,num_orders
257,1384325,27.025
258,1401376,29.225
259,1363486,17.55
260,1425117,28.65
261,1325405,43.025
262,1391577,27.95
263,1133753,21.7
264,1111154,27.775
265,1197779,31.575
266,1365246,26.15
267,1366766,18.325
268,1198791,31.575
269,1327818,26.325
270,1331264,56.475
271,1204089,34.8
272,1053998,36.425
273,1077837,31.0
274,1329598,29.225
275,1246576,35.15
276,1192413,22.325
277,1089505,29.975
278,1053247,33.825
279,1427058,67.05
280,1399010,34.65
281,1022717,25.3
282,1281547,29.825
283,1368785,24.95
284,1319547,376.45
285,1190103,354.65
286,1240755,336.925
287,1336172,272.65
288,1271870,369.5
289,1407766,407.325
290,1309964,372.8
291,1170529,348.375
292,1273445,362.325
293,1101540,346.3
294,1337684,60.05
295,1280026,65.9
296,1323007,71.625
297,1255751,74.05
298,1354177,74.65
299,1078929,68.1
300,1019057,67.825
301,1450808,76.2
302,1298458,71.625
303,1364650,58.55
304,1479766,143.375
305,1387983,126.625
306,1159217,173.375
307,1320682,108.225
308,1085106,262.175
309,1233601,193.275
310,1131145,173.225
311,1258777,180.5
312,1159193,246.15
313,1010363,144.1
314,1298007,42.3
315,1431853,26.35
316,1164599,21.225
317,1484727,29.25
318,1251893,23.575
319,1204525,19.65
320,1347649,20.675
321,1493813,22.3
322,1140478,15.475
323,1482717,20.525
324,1312853,22.575
325,1136587,17.15
326,1301621,18.9
327,1160572,27.2
328,1110622,21.4
329,1344086,20.125
330,1210234,31.725
331,1080240,30.775
332,1156847,21.8
333,1424511,70.875
334,1294222,15.225
335,1097913,18.15
336,1218649,65.1
337,1138627,52.775
338,1483004,22.9
339,1465355,23.55
340,1221607,20.85
341,1289506,20.875
342,1421492,23.95
343,1075950,21.125
344,1085945,22.775
345,1492097,13.4
346,1271169,14.2
347,1177475,16.55
348,1067321,51.425
349,1051361,80.0
350,1030392,62.85
351,1155915,55.425
352,1229449,43.425
353,1132160,23.525
354,1256382,44.5
355,1108013,36.175
356,1259378,30.975
357,1053053,40.85
358,1057181,38.925
359,1287446,20.05
360,1124678,16.5
361,1075990,16.45
362,1460444,1385.3
363,1476535,1645.025
364,1297121,1510.0
365,1141103,1664.25
366,1274933,1623.875
367,1435122,1651.175
368,1486477,1620.775
369,1195364,1723.025
370,1301491,1429.225
371,1059056,1560.25
372,1139730,598.625
373,1301842,558.925
374,1251244,522.7
375,1183358,616.0
376,1059732,616.725
377,1151274,614.4
378,1072415,716.425
379,1469941,607.925
380,1288037,661.45
381,1325139,591.9
382,1115056,360.8
383,1292390,351.175
384,1166952,338.875
385,1384513,376.575
386,1093599,374.3
387,1367894,359.8
388,1119869,350.975
389,1070129,352.5
390,1394194,336.35
391,1002435,388.3
392,1385333,802.375
393,1009702,780.8
394,1479251,683.45
395,1253248,547.125
396,1245868,742.65
397,1031763,809.725
398,1477396,673.2
399,1489091,679.275
400,1485086,644.6
401,1276165,663.275
402,1096323,921.0
403,1350701,845.175
404,1065455,816.175
405,1142409,818.975
406,1488944,609.6
407,1020912,623.425
408,1436609,920.25
409,1253895,802.85
410,1165678,821.525
411,1327823,770.625
412,1230693,1046.6
413,1398262,1219.625
414,1345832,605.05
415,1267250,939.25
416,1432764,914.025
417,1301486,1220.075
418,1069354,1026.35
419,1245836,1020.925
420,1275241,929.775
421,1463775,1041.0
422,1027016,120.1
423,1191829,126.1
424,1112122,106.725
425,1479265,118.975
426,1126587,83.0
427,1195982,125.025
428,1314692,187.25
429,1493689,144.3
430,1039169,116.075
431,1401014,141.975
432,1181520,89.95
433,1025776,100.075
434,1177948,98.325
435,1203571,146.075
436,1209590,88.575
437,1058406,142.375
438,1304622,77.525
439,1301362,111.5
440,1232376,49.55
441,1348216,97.925
442,1306234,176.85
443,1378503,176.95
444,1296522,175.85
445,1478474,167.8
446,1111452,138.7
447,1428885,186.625
448,1078876,163.6
449,1426995,160.1
450,1310613,158.35
451,1284993,194.8
452,1271440,951.625
453,1118621,1102.025
454,1192681,1243.125
455,1028746,964.8
456,1031614,2587.45
457,1392506,2709.425
458,1343631,1200.55
459,1185820,1044.825
460,1356333,2304.1
461,1307954,2179.675
462,1269834,522.075
463,1056163,539.775
464,1098695,532.3
465,1178203,563.525
466,1061470,520.325
467,1354722,592.9
468,1066795,563.6
469,1170494,533.05
470,1488737,428.4
471,1097182,491.475
472,1176823,785.55
473,1101710,800.85
474,1141921,924.075
475,1385350,990.75
476,1157741,1903.9
477,1151119,1826.55
478,1161188,867.225
479,1315527,827.125
480,1369399,791.375
481,1460667,800.925
482,1010243,164.225
483,1037655,162.45
484,1401737,137.775
485,1022228,158.9
486,1097803,139.95
487,1076303,137.675
488,1480464,172.375
489,1233512,109.075
490,1406320,125.25
491,1423616,137.8
492,1451807,159.55
493,1409671,153.9
494,1122214,179.625
495,1211769,292.0
496,1437385,162.35
497,1217993,108.05
498,1161892,143.025
499,1229478,173.025
500,1213094,130.075
501,1297883,145.075
502,1274226,693.325
503,1352572,746.625
504,1295323,700.775
505,1299017,700.35
506,1252039,742.175
507,1030444,783.85
508,1454269,634.925
509,1228734,734.625
510,1427970,712.5
511,1125886,790.325
512,1425142,449.4
513,1005746,979.3
514,1369118,477.675
515,1260005,547.25
516,1010852,512.475
517,1215951,495.575
518,1438319,1718.775
519,1100299,1352.975
520,1081163,378.625
521,1459649,513.4
522,1211593,250.125
523,1411245,1915.95
524,1022614,291.375
525,1203568,288.05
526,1106084,288.025
527,1485205,307.325
528,1373998,2574.625
529,1062654,1606.275
530,1201316,299.775
531,1370105,284.4
532,1194932,112.725
533,1115132,176.575
534,1264565,118.975
535,1075641,116.0
536,1246631,122.125
537,1411198,131.95
538,1140498,147.75
539,1313588,156.425
540,1315048,182.575
541,1383782,137.325
542,1323477,192.825
543,1060474,203.575
544,1494909,166.5
545,1236863,184.3
546,1315101,170.575
547,1021195,120.275
548,1091479,180.3
549,1258153,187.225
550,1404475,203.125
551,1332940,162.825
552,1371595,238.65
553,1228275,260.175
554,1456589,294.775
555,1393900,275.275
556,1451902,173.95
557,1484282,196.35
558,1353419,199.0
559,1477668,203.625
560,1093917,150.075
561,1415280,170.15
562,1261811,145.15
563,1141743,129.925
564,1370665,136.025
565,1035256,111.3
566,1479691,221.45
567,1400324,216.6
568,1415004,144.1
569,1038432,119.4
570,1336056,132.325
571,1187092,128.825
572,1246502,189.5
573,1302001,189.375
574,1073776,203.525
575,1363056,215.925
576,1471341,330.125
577,1253143,330.225
578,1453040,201.075
579,1301753,193.025
580,1404546,218.05
581,1392729,209.975
582,1497466,360.65
583,1486369,350.9
584,1280462,324.525
585,1329993,333.075
586,1015668,417.675
587,1162775,429.75
588,1239627,310.15
589,1191627,314.575
590,1102060,380.65
591,1232474,310.15
592,1248779,31.45
593,1286196,299.4
594,1311264,316.0
595,1389854,46.675
596,1467104,53.525
597,1471259,56.125
598,1498881,56.1
599,1130256,56.775
600,1136112,51.425
601,1339197,55.2
602,1101505,222.0
603,1339810,300.075
604,1392791,55.4
605,1184046,53.575
606,1105735,48.225
607,1154260,52.425
608,1488663,58.825
609,1042242,66.975
610,1349533,324.2
611,1449142,276.625
612,1337248,314.8
613,1200866,335.3
614,1290309,582.2
615,1418797,575.525
616,1164582,585.375
617,1303136,329.35
618,1347698,285.225
619,1493799,299.05
620,1463406,240.975
621,1418001,278.1
622,1342588,298.25
623,1161315,255.0
624,1046297,492.7
625,1153933,479.05
626,1231645,531.0
627,1287870,249.4
628,1193177,232.925
629,1487003,240.975
630,1447686,244.1
631,1146210,234.25
632,1403685,145.625
633,1476020,298.05
634,1018738,230.15
635,1130157,180.3
636,1046978,171.575
637,1331178,194.675
638,1257741,202.05
639,1322423,200.575
640,1336105,139.925
641,1187686,164.35
642,1489882,128.825
643,1123496,213.625
644,1322525,146.9
645,1477958,128.5
646,1462588,153.425
647,1098622,66.2
648,1207399,135.975
649,1465439,135.5
650,1012855,597.975
651,1418147,458.475
652,1286032,519.3
653,1099298,521.175
654,1479230,424.45
655,1179950,500.425
656,1124263,549.725
657,1184587,468.175
658,1029660,511.25
659,1357396,516.45
660,1180646,429.625
661,1485809,489.35
662,1211075,463.975
663,1313206,363.5
664,1494204,698.65
665,1434483,419.075
666,1099251,427.875
667,1025379,420.775
668,1477569,423.475
669,1055674,449.25
670,1062490,283.7
671,1043605,255.375
672,1026057,298.85
673,1468053,150.975
674,1150560,249.2
675,1110568,383.775
676,1162730,191.3
677,1358189,220.675
678,1257386,172.775
679,1061706,232.65
680,1335827,85.7
681,1165522,113.725
682,1110279,132.425
683,1143313,113.675
684,1083501,138.025
685,1428672,116.8
686,1219047,113.1
687,1259870,123.025
688,1342405,92.075
689,1354416,120.175
690,1193098,75.875
691,1458214,99.025
692,1039561,77.325
693,1074938,107.475
694,1223395,100.475
695,1456334,149.7
696,1149120,150.4
697,1172680,71.35
698,1116900,64.125
699,1034878,84.975
700,1259675,111.45
701,1355647,93.625
702,1267774,132.875
703,1347236,84.85
704,1000392,132.7
705,1221328,124.9
706,1284731,144.25
707,1446589,97.5
708,1141794,72.075
709,1016845,168.125
710,1177882,150.125
711,1297460,142.375
712,1119491,212.425
713,1043097,169.05
714,1427114,136.5
715,1149568,156.8
716,1118707,226.85
717,1021503,167.2
718,1338844,157.35
719,1198021,195.45
720,1474866,114.55
721,1311455,92.6
722,1033015,55.925
723,1090571,160.225
724,1232737,52.675
725,1300878,48.075
726,1483287,45.6
727,1188526,68.9
728,1270382,45.725
729,1413802,79.0
730,1374584,68.825
731,1224680,74.425
732,1029041,81.15
733,1175602,194.8
734,1447145,153.7
735,1300870,83.65
736,1483261,98.05
737,1413577,82.025
738,1176990,70.025
739,1231223,145.25
740,1190669,148.525
741,1376192,99.825
742,1146955,78.225
743,1056018,150.625
744,1258889,157.025
745,1218561,112.725
746,1466508,148.8
747,1109609,71.875
748,1419190,66.375
749,1273467,49.525
750,1120980,45.375
751,1288632,49.775
752,1272229,50.3
753,1012823,47.325
754,1424258,74.85
755,1114584,35.025
756,1365258,54.025
757,1180223,48.95
758,1238801,45.25
759,1070150,45.65
760,1165612,48.65
761,1480839,29.05
762,1157017,57.825
763,1156189,60.525
764,1287339,48.875
765,1307947,43.65
766,1217805,66.05
767,1171521,167.075
768,1434146,188.175
769,1300093,180.7
770,1119480,159.975
771,1297275,183.45
772,1120782,159.875
773,1457486,243.825
774,1146680,157.65
775,1134271,169.25
776,1281939,180.825
777,1052384,186.8
778,1200598,163.575
779,1264244,161.175
780,1294669,187.675
781,1425440,158.1
782,1145895,168.0
783,1144262,202.675
784,1076977,188.55
785,1054344,159.725
786,1377594,149.725
787,1060921,149.825
788,1441064,120.925
789,1036623,140.825
790,1334537,127.75
791,1131845,174.025
792,1233303,108.0
793,1052105,131.5
794,1130360,139.75
795,1140184,148.1
796,1097453,142.95
797,1232717,47.225
798,1246974,44.925
799,1070455,218.725
800,1050349,384.0
801,1023950,55.875
802,1426156,62.45
803,1381963,48.525
804,1030017,56.0
805,1000438,53.675
806,1119483,62.625
807,1196334,547.375
808,1402996,110.675
809,1493032,272.7
810,1264183,288.875
811,1052529,237.45
812,1110240,235.325
813,1382389,245.1
814,1313142,259.775
815,1317341,262.15
816,1122806,238.225
817,1098228,1371.9
818,1080847,1387.85
819,1064602,1538.725
820,1093227,1457.225
821,1177861,1507.125
822,1259611,1533.15
823,1274836,1524.5
824,1030333,1469.275
825,1249982,1575.9
826,1188591,1596.75
827,1101375,431.475
828,1398435,460.125
829,1353965,394.8
830,1183936,559.8
831,1311911,448.775
832,1062494,394.225
833,1410039,459.2
834,1187463,381.15
835,1082477,469.85
836,1345516,579.025
837,1400016,451.225
838,1371135,337.75
839,1386866,449.775
840,1263387,496.9
841,1316202,483.15
842,1238695,481.775
843,1269164,493.275
844,1212464,457.15
845,1458850,478.45
846,1164926,493.475
847,1408468,78.475
848,1025542,216.9
849,1160326,222.35
850,1443402,221.3
851,1226069,213.525
852,1175779,203.2
853,1495888,224.15
854,1226727,92.75
855,1088993,81.875
856,1162495,130.5
857,1044490,67.175
858,1119951,211.5
859,1148469,174.125
860,1040533,204.675
861,1182305,192.55
862,1058670,206.075
863,1069033,202.525
864,1052272,75.55
865,1102729,84.575
866,1439572,58.975
867,1290002,637.825
868,1480585,716.25
869,1132573,665.65
870,1057544,577.9
871,1185226,569.3
872,1332114,732.825
873,1006557,537.625
874,1223406,813.975
875,1165398,693.7
876,1252122,807.2
877,1190633,797.525
878,1234168,777.25
879,1187850,507.875
880,1461408,657.4
881,1324628,691.5
882,1043320,834.375
883,1112006,784.425
884,1431890,885.6
885,1142113,972.45
886,1473136,1057.125
887,1040430,996.125
888,1087004,991.875
889,1042794,987.675
890,1359630,1385.025
891,1059906,1369.125
892,1340375,1389.05
893,1167679,1488.125
894,1118042,972.525
895,1433454,988.275
896,1414239,1120.325
897,1049366,55.775
898,1442356,52.775
899,1344308,117.7
900,1057310,105.9
901,1450163,150.2
902,1249769,145.825
903,1328737,152.45
904,1358230,188.25
905,1245395,94.75
906,1227902,170.675
907,1224120,127.275
908,1083028,93.55
909,1435741,156.5
910,1227990,126.875
911,1102401,132.925
912,1494941,133.875
913,1405194,147.5
914,1160706,119.1
915,1389486,142.575
916,1475674,129.8
917,1293810,203.575
918,1321966,134.05
919,1376274,259.45
920,1453454,271.625
921,1341931,246.675
922,1133750,216.925
923,1452164,224.1
924,1142445,198.875
925,1334127,160.5
926,1074156,212.8
927,1197335,826.9
928,1098456,867.825
929,1004231,900.025
930,1348678,1036.275
931,1069114,3857.5
932,1120606,4041.6
933,1116595,962.225
934,1124659,908.45
935,1403491,4712.3
936,1124415,4242.125
937,1323989,583.7
938,1063221,556.075
939,1375428,578.85
940,1171835,571.85
941,1175458,610.675
942,1022677,564.425
943,1064513,491.2
944,1141542,454.325
945,1254313,500.9
946,1429469,570.6
947,1129467,843.875
948,1440344,912.375
949,1199647,807.925
950,1329067,1148.4
951,1310720,2362.35
952,1187699,3293.175
953,1490972,870.125
954,1188019,744.125
955,1393545,943.525
956,1196202,915.175
957,1217722,57.95
958,1024786,61.525
959,1164714,49.6
960,1487084,92.35
961,1194216,104.25
962,1333009,55.625
963,1400194,100.575
964,1220768,112.0
965,1171266,131.525
966,1018646,138.75
967,1224157,144.925
968,1476159,230.425
969,1481437,233.75
970,1137703,141.825
971,1443319,210.825
972,1297612,132.225
973,1366087,115.825
974,1219884,138.975
975,1170447,800.85
976,1141028,762.65
977,1283426,784.55
978,1353711,669.45
979,1053353,626.825
980,1077335,589.55
981,1347043,693.325
982,1222655,686.9
983,1413603,687.55
984,1166615,774.875
985,1140772,516.375
986,1473886,1578.975
987,1040538,503.25
988,1300105,523.825
989,1254975,569.425
990,1468203,621.15
991,1147088,3321.4
992,1225845,2003.4
993,1449493,503.775
994,1168141,510.65
995,1103484,269.35
996,1179187,1503.85
997,1262515,252.975
998,1050801,254.05
999,1209593,272.825
1000,1129604,271.1
1001,1471717,2684.375
1002,1147030,1906.45
1003,1374174,364.925
1004,1347061,148.5
1005,1289523,396.125
1006,1306275,522.975
1007,1123768,563.35
1008,1495866,458.65
1009,1251443,580.55
1010,1112488,393.25
1011,1248124,507.075
1012,1361909,384.275
1013,1484093,476.425
1014,1137757,520.35
1015,1091114,625.05
1016,1066926,628.85
1017,1042657,435.05
1018,1126990,614.475
1019,1135737,611.1
1020,1264507,536.15
1021,1220181,579.075
1022,1483607,659.45
1023,1465019,704.75
1024,1142488,826.35
1025,1043572,579.75
1026,1120725,584.5
1027,1493836,486.55
1028,1382069,609.85
1029,1262029,655.525
1030,1436339,569.95
1031,1171914,510.325
1032,1222059,631.25
1033,1179976,682.9
1034,1312713,662.0
1035,1052776,128.35
1036,1017418,117.95
1037,1084980,116.3
1038,1049695,127.45
1039,1152112,259.8
1040,1073128,138.675
1041,1400065,110.775
1042,1078686,125.425
1043,1442361,114.875
1044,1438146,113.65
1045,1206564,153.25
1046,1448674,147.625
1047,1237375,153.1
1048,1323061,159.1
1049,1205077,308.125
1050,1281460,310.15
1051,1483448,152.05
1052,1406717,154.575
1053,1439670,146.925
1054,1311889,161.125
1055,1302153,235.4
1056,1246959,247.275
1057,1433203,238.5
1058,1339909,241.425
1059,1161885,475.95
1060,1437209,563.625
1061,1357587,235.125
1062,1418362,250.2
1063,1118797,258.1
1064,1109876,262.125
1065,1097952,38.15
1066,1438615,37.475
1067,1068496,252.275
1068,1000100,317.475
1069,1134437,43.775
1070,1292242,41.975
1071,1413791,35.75
1072,1490069,42.125
1073,1314145,62.9
1074,1251605,33.575
1075,1207693,34.25
1076,1108927,274.3
1077,1388671,306.55
1078,1286860,30.75
1079,1306117,46.45
1080,1493718,31.275
1081,1289654,35.05
1082,1140803,77.65
1083,1086936,265.225
1084,1207218,253.025
1085,1040287,289.6
1086,1430895,300.05
1087,1029036,558.125
1088,1338150,699.15
1089,1352621,636.35
1090,1068287,275.725
1091,1032470,297.025
1092,1455331,297.7
1093,1088412,174.875
1094,1341714,188.2
1095,1317606,179.525
1096,1191523,163.75
1097,1373558,251.0
1098,1144418,490.65
1099,1482712,494.35
1100,1290408,191.775
1101,1044002,175.475
1102,1156368,160.225
1103,1236400,53.675
1104,1153639,51.2
1105,1004909,46.1
1106,1347302,38.975
1107,1448703,65.825
1108,1291242,67.55
1109,1224254,54.775
1110,1244516,60.575
1111,1327333,93.9
1112,1077866,107.075
1113,1157697,214.75
1114,1359546,89.9
1115,1083789,50.675
1116,1186701,42.9
1117,1307736,105.825
1118,1169772,67.5
1119,1423832,97.975
1120,1380381,67.175
1121,1110397,79.25
1122,1051554,86.35
1123,1158465,198.075
1124,1120697,74.775
1125,1080382,38.1
1126,1288728,69.125
1127,1023715,89.775
1128,1010857,95.125
1129,1432432,97.325
1130,1495062,690.6
1131,1079487,626.9
1132,1415325,517.8
1133,1347027,657.625
1134,1006493,495.05
1135,1005118,598.125
1136,1486530,788.1
1137,1269555,504.8
1138,1250542,530.6
1139,1218398,710.95
1140,1439647,300.7
1141,1321232,313.375
1142,1055592,496.375
1143,1241427,517.7
1144,1072422,496.95
1145,1381948,323.15
1146,1459193,301.175
1147,1107012,304.8
1148,1484291,317.3
1149,1189072,414.525
1150,1019214,345.85
1151,1340547,358.225
1152,1367086,369.05
1153,1188841,273.1
1154,1344109,334.75
1155,1378136,450.175
1156,1393759,369.675
1157,1352569,340.15
1158,1480595,373.7
1159,1349200,396.7
1160,1439889,65.925
1161,1043720,46.925
1162,1065834,32.425
1163,1272505,58.925
1164,1356980,48.625
1165,1028730,102.975
1166,1124574,83.475
1167,1369044,53.4
1168,1157352,58.775
1169,1229328,66.7
1170,1154798,53.325
1171,1258593,62.2
1172,1214967,96.7
1173,1415050,160.325
1174,1249408,101.275
1175,1217205,119.875
1176,1403443,71.6
1177,1164395,55.325
1178,1131843,70.525
1179,1437106,67.275
1180,1360876,161.625
1181,1383471,137.45
1182,1008063,116.5
1183,1465304,98.25
1184,1045061,119.325
1185,1461030,64.075
1186,1207213,55.075
1187,1024905,81.825
1188,1161371,77.9
1189,1335725,102.8
1190,1185623,94.85
1191,1495661,88.85
1192,1059370,76.85
1193,1485382,94.325
1194,1136555,89.675
1195,1113434,96.1
1196,1476173,81.125
1197,1343027,164.55
1198,1048501,248.425
1199,1154647,61.925
1200,1019399,70.025
1201,1272535,79.925
1202,1321418,52.775
1203,1473948,69.725
1204,1083699,41.95
1205,1258695,73.25
1206,1141892,64.05
1207,1023603,82.525
1208,1009205,58.975
1209,1401622,52.5
1210,1056837,154.2
1211,1399479,139.675
1212,1380035,52.25
1213,1187248,47.825
1214,1052075,71.35
1215,1190890,48.475
1216,1302404,79.95
1217,1319320,66.15
1218,1363194,76.825
1219,1150515,52.375
1220,1465309,103.85
1221,1373073,70.9
1222,1164383,24.05
1223,1302775,87.725
1224,1387134,26.7
1225,1055877,19.575
1226,1308549,31.75
1227,1205716,29.2
1228,1471019,30.55
1229,1245854,15.45
1230,1453386,21.775
1231,1234023,29.9
1232,1472121,29.5
1233,1486257,29.85
1234,1290578,34.2
1235,1323798,29.75
1236,1176875,36.375
1237,1329642,36.475
1238,1060343,21.475
1239,1217405,25.35
1240,1103283,210.125
1241,1398797,174.225
1242,1198936,98.8
1243,1206071,112.125
1244,1148030,170.7
1245,1293650,279.2
1246,1200910,112.45
1247,1285518,100.95
1248,1080615,170.825
1249,1254886,195.875
1250,1265051,106.75
1251,1303545,103.975
1252,1241905,92.475
1253,1156187,104.975
1254,1164364,124.425
1255,1368515,91.45
1256,1371309,96.3
1257,1270509,83.225
1258,1023956,128.025
1259,1175778,105.325
1260,1168741,111.1
1261,1108197,115.5
1262,1322681,82.6
1263,1446803,128.575
1264,1460737,132.0
1265,1378544,139.375
1266,1223144,83.875
1267,1415427,80.575
1268,1238698,117.85
1269,1273113,110.025
1270,1083754,50.2
1271,1462240,337.65
1272,1135487,217.7
1273,1018722,41.575
1274,1172707,46.95
1275,1162264,59.8
1276,1333032,387.95
1277,1074655,165.95
1278,1017569,257.5
1279,1047271,327.95
1280,1364823,352.625
1281,1081645,301.6
1282,1193498,308.65
1283,1308101,339.9
1284,1295480,332.475
1285,1026912,290.85
1286,1117711,17.75
1287,1268268,30.5
1288,1084245,28.325
1289,1436228,30.575
1290,1316160,892.025
1291,1419545,898.9
1292,1062437,929.55
1293,1181575,1184.475
1294,1143023,802.8
1295,1278339,862.1
1296,1282203,849.9
1297,1080746,901.525
1298,1296937,909.05
1299,1210564,896.825
1300,1022008,589.975
1301,1438700,563.025
1302,1314739,608.15
1303,1316314,564.25
1304,1050661,545.325
1305,1317396,610.575
1306,1179891,575.1
1307,1035233,581.525
1308,1011404,587.875
1309,1306324,488.4
1310,1138248,392.275
1311,1490626,383.075
1312,1281487,328.425
1313,1082441,375.05
1314,1482938,384.2
1315,1184923,388.175
1316,1326973,343.475
1317,1192047,342.15
1318,1267180,352.65
1319,1246324,584.825
1320,1181474,34.4
1321,1220195,108.775
1322,1137571,117.6
1323,1168297,139.575
1324,1353136,103.025
1325,1472975,94.5
1326,1433727,94.65
1327,1473901,74.675
1328,1191319,54.1
1329,1416495,100.325
1330,1046475,44.1
1331,1493330,55.15
1332,1444927,51.25
1333,1213229,79.175
1334,1439048,58.15
1335,1289710,33.675
1336,1139483,60.475
1337,1330572,74.275
1338,1278620,58.95
1339,1482738,43.95
1340,1216688,266.925
1341,1474661,251.45
1342,1309062,244.225
1343,1437313,225.45
1344,1095693,193.05
1345,1268258,243.35
1346,1284565,217.3
1347,1124262,248.3
1348,1054665,293.075
1349,1112624,250.4
1350,1067565,523.8
1351,1139300,452.825
1352,1208174,500.675
1353,1011793,511.4
1354,1154581,454.75
