id,num_orders
1179547,1586.812
1432135,281.24298
1423780,281.24298
1472931,92.85656
1484697,1304.4644
1160231,92.85656
1104329,92.85656
1176781,92.85656
1399279,92.85656
1016676,1262.2316
1212768,1074.5804
1401817,92.85656
1076968,92.85656
1412015,0
1176447,0
1253823,89.178635
1494779,89.178635
1036773,89.178635
1208909,100.60462
1248167,112.39182
1392970,31.447283
1444295,18.332727
1461229,99.79892
1183783,97.66357
1343779,97.66357
1335558,114.5705
1221537,104.67754
1081323,0
1389983,137.6959
1261113,136.07268
1387450,106.23803
1338940,75.72624
1014564,64.00664
1206185,64.00664
1392612,66.14199
1309171,90.96043
1126294,66.14199
1339737,150.45221
1337158,126.945694
1429763,34.710117
1092832,157.76208
1066511,120.617546
1485914,83.663284
1299729,76.86032
1460115,83.663284
1299132,83.663284
1137246,113.995026
1251637,113.995026
1221233,76.86032
1151884,83.663284
1187774,76.86032
1156979,83.663284
1345389,125.30824
1388295,125.30824
1209508,125.30824
1476668,125.30824
1413395,185.21893
1225315,192.02191
1035195,125.30824
1313839,125.30824
1230384,125.30824
1056205,125.30824
1006833,164.21593
1406361,164.21593
1308035,164.21593
1018667,164.21593
1360589,244.89378
1387284,251.6967
1037113,164.21593
1216798,157.41295
1413073,164.21593
1418176,164.21593
1174921,0
1234400,0
1394502,50.44192
1200823,57.770557
1275837,0
1041452,6.8627625
1175393,14.053532
1120564,14.053532
1002584,49.447178
1369039,43.441113
1337552,14.053532
1165405,14.053532
1492488,14.053532
1152412,52.583466
1489262,56.132538
1116102,52.583466
1086847,56.132538
1348070,46.317047
1241177,69.73791
1413177,42.76798
1180550,52.583466
1497398,36.65156
1439873,29.581163
1109486,26.468813
1253988,66.6258
1295721,64.02159
1126045,66.6258
1300636,29.581163
1384325,26.468813
1401376,29.581163
1363486,24.237858
1425117,24.237858
1325405,24.237858
1391577,24.237858
1133753,24.237858
1111154,24.237858
1197779,24.237858
1365246,24.237858
1366766,54.197147
1198791,61.563156
1327818,61.563156
1331264,101.55267
1204089,61.563156
1053998,54.197147
1077837,54.197147
1329598,54.197147
1246576,54.197147
1192413,32.178253
1089505,42.625317
1053247,42.625317
1427058,97.71184
1399010,42.625317
1022717,32.178253
1281547,39.594173
1368785,39.594173
1319547,192.25604
1190103,192.25604
1240755,192.25604
1336172,196.25627
1271870,192.25604
1407766,192.25604
1309964,192.25604
1170529,192.25604
1273445,192.25604
1101540,192.25604
1337684,113.80029
1280026,113.80029
1323007,113.80029
1255751,113.80029
1354177,113.80029
1078929,113.80029
1019057,113.80029
1450808,113.80029
1298458,113.80029
1364650,113.80029
1479766,137.93437
1387983,137.93437
1159217,137.93437
1320682,137.93437
1085106,183.74857
1233601,137.93437
1131145,137.93437
1258777,137.93437
1159193,167.35114
1010363,137.93437
1298007,0
1431853,0
1164599,0
1484727,0
1251893,0
1204525,54.920013
1347649,54.920013
1493813,54.920013
1140478,54.920013
1482717,12.719078
1312853,36.065933
1136587,64.5018
1301621,64.5018
1160572,64.5018
1110622,27.861273
1344086,0
1210234,0
1080240,0
1156847,0
1424511,15.874276
1294222,3.35691
1097913,25.032795
1218649,71.32286
1138627,59.94503
1483004,25.032795
1465355,25.032795
1221607,22.400612
1289506,22.400612
1421492,22.400612
1075950,22.400612
1085945,22.400612
1492097,5.3852696
1271169,0
1177475,0
1067321,14.725297
1051361,42.174652
1030392,42.174652
1155915,14.725297
1229449,14.725297
1132160,14.725297
1256382,34.16584
1108013,10.848124
1259378,10.848124
1053053,10.848124
1057181,10.848124
1287446,10.848124
1124678,2.459658
1075990,2.459658
1460444,954.12646
1476535,856.825
1297121,798.7508
1141103,949.66925
1274933,856.825
1435122,856.825
1486477,949.66925
1195364,856.825
1301491,856.825
1059056,798.7508
1139730,527.38776
1301842,527.38776
1251244,516.81335
1183358,527.38776
1059732,527.38776
1151274,516.81335
1072415,527.38776
1469941,527.38776
1288037,527.38776
1325139,527.38776
1115056,448.4125
1292390,448.4125
1166952,454.0576
1384513,448.4125
1093599,448.4125
1367894,448.4125
1119869,454.0576
1070129,454.0576
1394194,454.0576
1002435,448.4125
1385333,553.041
1009702,548.77136
1479251,591.8871
1253248,530.9182
1245868,596.15674
1031763,580.8955
1477396,553.041
1489091,518.32166
1485086,514.0519
1276165,514.0519
1096323,760.8098
1350701,717.694
1065455,713.4243
1142409,713.4243
1488944,745.5485
1020912,759.8689
1436609,759.8689
1253895,709.3079
1165678,725.27545
1327823,725.27545
1230693,910.8239
1398262,954.99023
1345832,772.1642
1267250,829.7819
1432764,873.0565
1301486,926.59937
1069354,930.5287
1245836,920.48
1275241,878.77466
1463775,910.8239
1027016,147.4737
1191829,150.67816
1112122,123.45302
1479265,123.45302
1126587,105.633255
1195982,150.67816
1314692,150.67816
1493689,150.67816
1039169,150.67816
1401014,150.67816
1181520,129.34634
1025776,129.34634
1177948,156.5715
1203571,156.5715
1209590,129.34634
1058406,156.5715
1304622,156.5715
1301362,156.5715
1232376,129.34634
1348216,129.34634
1306234,209.41054
1378503,164.03139
1296522,209.41054
1478474,209.41054
1111452,164.03139
1428885,209.41054
1078876,206.77116
1426995,209.41054
1310613,164.03139
1284993,209.41054
1271440,749.0567
1118621,749.0567
1192681,749.28784
1028746,772.8228
1031614,1855.763
1392506,1855.763
1343631,958.80225
1185820,739.83514
1356333,1924.1267
1307954,1963.1621
1269834,454.86203
1056163,454.86203
1098695,454.86203
1178203,454.86203
1061470,454.86203
1354722,454.86203
1066795,454.86203
1170494,454.86203
1488737,454.86203
1097182,454.86203
1176823,892.5153
1101710,892.5153
1141921,1009.198
1385350,802.39844
1157741,1924.0591
1151119,1842.7786
1161188,921.0179
1315527,925.2255
1369399,939.99817
1460667,947.99005
1010243,154.77971
1037655,171.35246
1401737,144.67657
1022228,154.77971
1097803,161.24933
1076303,144.67657
1480464,161.24933
1233512,171.35246
1406320,161.24933
1423616,161.24933
1451807,181.81679
1409671,188.28638
1122214,188.28638
1211769,249.96361
1437385,198.38951
1217993,198.38951
1161892,188.28638
1229478,198.38951
1213094,188.28638
1297883,171.71365
1274226,562.89124
1352572,590.56976
1295323,562.89124
1299017,590.56976
1252039,590.56976
1030444,562.89124
1454269,562.89124
1228734,562.89124
1427970,562.89124
1125886,590.56976
1425142,438.2101
1005746,1601.8992
1369118,438.2101
1260005,496.8617
1010852,597.62274
1215951,578.32
1438319,1676.6206
1100299,1724.5134
1081163,438.2101
1459649,597.62274
1211593,124.9149
1411245,1608.7776
1022614,169.17351
1203568,169.17351
1106084,169.17351
1485205,169.17351
1373998,1658.2245
1062654,1103.0208
1201316,169.17351
1370105,169.17351
1194932,195.09023
1115132,182.2179
1264565,145.22258
1075641,162.11559
1246631,207.6191
1411198,182.20076
1140498,176.92941
1313588,174.35182
1315048,195.56128
1383782,177.27234
1323477,257.12784
1060474,265.64896
1494909,248.27827
1236863,230.62206
1315101,222.74998
1021195,188.5142
1091479,225.22673
1258153,238.35266
1404475,211.5484
1332940,222.80467
1371595,271.97617
1228275,271.97617
1456589,271.97617
1393900,271.97617
1451902,250.61642
1484282,269.52356
1353419,271.97617
1477668,271.97617
1093917,306.68893
1415280,272.3206
1261811,238.55966
1141743,238.55966
1370665,238.55966
1035256,238.55966
1479691,414.7995
1400324,412.94592
1415004,238.55966
1038432,238.55966
1336056,238.55966
1187092,238.55966
1246502,266.35638
1302001,266.35638
1073776,266.35638
1363056,266.35638
1471341,484.51868
1253143,482.6651
1453040,266.35638
1301753,266.35638
1404546,266.35638
1392729,266.35638
1497466,362.21246
1486369,360.82535
1280462,360.82535
1329993,360.82535
1015668,634.6521
1162775,634.6521
1239627,360.82535
1191627,360.82535
1102060,456.7747
1232474,360.82535
1248779,39.49679
1286196,309.92444
1311264,311.9358
1389854,39.49679
1467104,39.49679
1471259,39.49679
1498881,41.682964
1130256,46.931767
1136112,80.85498
1339197,80.85498
1101505,262.0137
1339810,275.31882
1392791,80.85498
1184046,80.85498
1105735,80.85498
1154260,80.85498
1488663,80.85498
1042242,87.50672
1349533,277.75467
1449142,219.6049
1337248,219.6049
1200866,277.75467
1290309,349.09384
1418797,347.16153
1164582,349.09384
1303136,219.6049
1347698,277.75467
1493799,277.75467
1463406,213.0884
1418001,230.9373
1342588,202.98524
1161315,202.98524
1046297,360.50262
1153933,360.50262
1231645,332.55045
1287870,241.04045
1193177,230.9373
1487003,213.0884
1447686,129.619
1146210,141.61627
1403685,141.61627
1476020,263.43494
1018738,141.61627
1130157,129.619
1046978,129.619
1331178,129.619
1257741,129.619
1322423,129.619
1336105,122.71529
1187686,137.79356
1489882,140.43294
1123496,217.89207
1322525,137.79356
1477958,122.71529
1462588,122.71529
1098622,122.71529
1207399,130.1312
1465439,122.71529
1012855,512.37744
1418147,491.80646
1286032,491.80646
1099298,494.70605
1479230,465.25287
1179950,465.25287
1124263,519.1223
1184587,491.80646
1029660,465.25287
1357396,512.37744
1180646,430.87204
1485809,393.95374
1211075,380.23004
1313206,454.62952
1494204,349.7224
1434483,427.39514
1099251,420.65018
1025379,393.95374
1477569,393.95374
1055674,393.95374
1062490,297.06445
1043605,297.06445
1026057,297.06445
1468053,297.06445
1150560,297.06445
1110568,320.22556
1162730,297.06445
1358189,297.06445
1257386,297.06445
1061706,297.06445
1335827,119.28967
1165522,186.55978
1110279,186.55978
1143313,186.55978
1083501,119.28967
1428672,151.09056
1219047,186.55978
1259870,200.30553
1342405,186.55978
1354416,186.55978
1193098,107.01349
1458214,107.01349
1039561,107.01349
1074938,144.78387
1223395,144.78387
1456334,132.16486
1149120,144.78387
1172680,63.466434
1116900,63.466434
1034878,136.30597
1259675,136.30597
1355647,141.45709
1267774,182.83365
1347236,182.83365
1000392,182.83365
1221328,182.83365
1284731,182.83365
1446589,115.04285
1141794,115.04285
1016845,164.06613
1177882,164.06613
1297460,166.12788
1119491,248.59174
1043097,164.06613
1427114,164.06613
1149568,166.12788
1118707,180.48425
1021503,164.06613
1338844,166.12788
1198021,153.56332
1474866,127.225174
1311455,127.225174
1033015,25.75008
1090571,139.3099
1232737,60.965897
1300878,170.16396
1483287,165.8606
1188526,31.606148
1270382,170.16396
1413802,92.18063
1374584,92.18063
1224680,92.18063
1029041,92.18063
1175602,230.91476
1447145,151.13239
1300870,92.18063
1483261,92.18063
1413577,92.18063
1176990,92.18063
1231223,107.42835
1190669,107.42835
1376192,107.42835
1146955,107.42835
1056018,107.42835
1258889,107.42835
1218561,107.42835
1466508,107.42835
1109609,107.42835
1419190,112.833595
1273467,112.833595
1120980,112.833595
1288632,112.833595
1272229,112.833595
1012823,112.833595
1424258,112.833595
1114584,112.833595
1365258,112.833595
1180223,98.569084
1238801,92.150764
1070150,98.569084
1165612,98.569084
1480839,81.24991
1157017,81.24991
1156189,81.24991
1287339,81.24991
1307947,81.24991
1217805,81.24991
1171521,160.46237
1434146,138.6712
1300093,160.46237
1119480,130.94025
1297275,160.46237
1120782,160.46237
1457486,160.46237
1146680,160.46237
1134271,138.6712
1281939,160.46237
1052384,126.71812
1200598,146.776
1264244,136.78403
1294669,126.71812
1425440,126.71812
1145895,136.78403
1144262,126.71812
1076977,126.71812
1054344,136.78403
1377594,152.78798
1060921,115.722855
1441064,143.39136
1036623,143.39136
1334537,143.39136
1131845,115.722855
1233303,137.51404
1052105,143.39136
1130360,107.99189
1140184,137.51404
1097453,137.51404
1232717,60.358654
1246974,60.358654
1070455,212.75708
1050349,299.1977
1023950,60.358654
1426156,60.358654
1381963,60.358654
1030017,60.358654
1000438,60.358654
1119483,62.95191
1196334,443.2243
1402996,324.0005
1493032,326.81833
1264183,286.90692
1052529,286.90692
1110240,280.8242
1382389,286.90692
1313142,286.90692
1317341,286.90692
1122806,286.90692
1098228,1063.7085
1080847,1156.5527
1064602,1156.5527
1093227,1156.5527
1177861,1156.5527
1259611,1063.7085
1274836,1156.5527
1030333,1063.7085
1249982,1156.5527
1188591,1156.5527
1101375,633.52167
1398435,633.52167
1353965,633.52167
1183936,633.52167
1311911,633.52167
1062494,633.52167
1410039,633.52167
1187463,633.52167
1082477,633.52167
1345516,633.52167
1400016,516.702
1371135,516.702
1386866,516.702
1263387,516.702
1316202,516.702
1238695,516.702
1269164,522.34705
1212464,516.702
1458850,516.702
1164926,522.34705
1408468,140.81578
1025542,183.39241
1160326,214.45406
1443402,214.45406
1226069,201.60506
1175779,213.93431
1495888,214.45406
1226727,140.81578
1088993,140.81578
1162495,140.81578
1044490,125.40015
1119951,128.44879
1148469,113.054214
1040533,118.177605
1182305,119.844444
1058670,110.43904
1069033,128.44879
1052272,125.40015
1102729,129.0385
1439572,125.40015
1290002,663.23975
1480585,650.20624
1132573,650.20624
1057544,663.23975
1185226,678.25195
1332114,678.25195
1006557,663.23975
1223406,680.23785
1165398,674.3836
1252122,680.23785
1190633,787.26874
1234168,800.6521
1187850,800.64984
1461408,800.6521
1324628,769.56604
1043320,787.26874
1112006,800.6521
1431890,819.41943
1142113,829.25635
1473136,829.25635
1040430,1167.9083
1087004,1167.9083
1042794,1119.5381
1359630,1351.122
1059906,1351.122
1340375,1320.7771
1167679,1527.6823
1118042,1128.7822
1433454,977.91797
1414239,975.3187
1049366,89.38086
1442356,89.38086
1344308,112.11011
1057310,112.11011
1450163,116.60593
1249769,116.60593
1328737,89.38086
1358230,89.38086
1245395,112.11011
1227902,89.38086
1224120,83.179886
1083028,108.33023
1435741,118.33006
1227990,118.33006
1102401,108.33023
1494941,113.83424
1405194,108.33023
1160706,108.33023
1389486,108.33023
1475674,91.10501
1293810,197.11552
1321966,151.73634
1376274,197.11552
1453454,192.61967
1341931,197.11552
1133750,158.08563
1452164,197.11552
1142445,143.10477
1334127,147.68217
1074156,192.61967
1197335,874.385
1098456,874.385
1004231,874.385
1348678,975.51013
1069114,3141.6218
1120606,3075.9797
1116595,1024.7698
1124659,1024.7698
1403491,3211.516
1124415,2938.6182
1323989,485.01486
1063221,485.01486
1375428,485.01486
1171835,485.01486
1175458,485.01486
1022677,485.01486
1064513,485.01486
1141542,485.01486
1254313,485.01486
1429469,485.01486
1129467,915.6726
1440344,915.6726
1199647,915.6726
1329067,908.7747
1310720,2230.1594
1187699,3113.1204
1490972,1040.0878
1188019,1014.9943
1393545,999.6445
1196202,1188.3488
1217722,106.971405
1024786,124.608315
1164714,108.03557
1487084,124.608315
1194216,123.54415
1333009,106.971405
1400194,123.54415
1220768,123.54415
1171266,149.42714
1018646,150.4913
1224157,121.68339
1476159,121.68339
1481437,123.9015
1137703,150.4913
1443319,191.5077
1297612,133.91855
1366087,149.42714
1219884,149.42714
1170447,565.6371
1141028,565.6371
1283426,565.6371
1353711,565.6371
1053353,593.3156
1077335,616.3704
1347043,565.6371
1222655,565.6371
1413603,565.6371
1166615,565.6371
1140772,477.49808
1473886,2191.581
1040538,632.41614
1300105,539.09424
1254975,636.7195
1468203,623.0734
1147088,3515.2651
1225845,2385.4978
1449493,500.11072
1168141,477.49808
1103484,219.13194
1179187,2090.3787
1262515,219.13194
1050801,219.13194
1209593,219.13194
1129604,219.13194
1471717,2598.8208
1147030,1957.0865
1374174,353.6599
1347061,268.96634
1289523,426.86127
1306275,453.95538
1123768,454.85284
1495866,443.75293
1251443,454.85284
1112488,369.68173
1248124,454.85284
1361909,448.48026
1484093,447.05106
1137757,455.76624
1091114,402.2045
1066926,528.4171
1042657,520.20105
1126990,443.56702
1135737,446.1298
1264507,545.24634
1220181,529.2777
1483607,557.2101
1465019,551.2483
1142488,555.51794
1043572,527.86334
1120725,443.91782
1493836,590.7112
1382069,586.0004
1262029,580.62225
1436339,792.2082
1171914,543.03436
1222059,590.7112
1179976,580.15576
1312713,580.62225
1052776,218.14308
1017418,218.14308
1084980,218.14308
1049695,218.14308
1152112,379.36285
1073128,339.63654
1400065,218.14308
1078686,218.14308
1442361,218.14308
1438146,218.14308
1206564,220.3425
1448674,205.67975
1237375,220.3425
1323061,205.67975
1205077,456.80887
1281460,456.80887
1483448,220.3425
1406717,205.67975
1439670,220.3425
1311889,205.67975
1302153,353.75327
1246959,353.75327
1433203,353.75327
1339909,353.75327
1161885,560.26544
1437209,640.3642
1357587,353.75327
1418362,353.75327
1118797,353.75327
1109876,353.75327
1097952,0
1438615,0
1068496,370.27765
1000100,370.27765
1134437,0
1292242,0
1413791,0
1490069,0
1314145,17.425798
1251605,11.192309
1207693,11.192309
1108927,254.51611
1388671,254.51611
1286860,11.192309
1306117,11.192309
1493718,11.192309
1289654,11.192309
1140803,41.608673
1086936,245.1338
1207218,306.24915
1040287,245.1338
1430895,245.1338
1029036,328.4131
1338150,642.75
1352621,597.2578
1068287,245.1338
1032470,245.1338
1455331,306.24915
1088412,189.52933
1341714,158.6117
1317606,189.52933
1191523,189.52933
1373558,304.76428
1144418,538.84564
1482712,536.1279
1290408,158.6117
1044002,188.46518
1156368,189.52933
1236400,43.92615
1153639,43.92615
1004909,43.92615
1347302,43.92615
1448703,43.92615
1291242,43.92615
1224254,43.92615
1244516,88.733925
1327333,173.6908
1077866,173.6908
1157697,277.07315
1359546,113.90047
1083789,88.733925
1186701,88.733925
1307736,88.733925
1169772,88.733925
1423832,88.733925
1380381,87.494
1110397,161.1815
1051554,163.82088
1158465,285.60516
1120697,103.90203
1080382,106.78518
1288728,87.494
1023715,87.494
1010857,94.90993
1432432,87.494
1495062,409.1746
1079487,402.0378
1415325,402.0378
1347027,402.0378
1006493,402.23035
1005118,402.0378
1486530,402.0378
1269555,409.1746
1250542,402.0378
1218398,402.0378
1439647,354.41684
1321232,354.41684
1055592,374.18527
1241427,604.1448
1072422,419.14468
1381948,354.41684
1459193,333.0615
1107012,354.41684
1484291,354.41684
1189072,333.0615
1019214,323.18027
1340547,323.18027
1367086,323.18027
1188841,271.12552
1344109,323.18027
1378136,271.12552
1393759,323.18027
1352569,323.18027
1480595,323.18027
1349200,323.18027
1439889,119.78455
1043720,119.78455
1065834,114.12215
1272505,103.42682
1356980,150.94482
1028730,160.50848
1124574,119.78455
1369044,101.98946
1157352,101.98946
1229328,94.74119
1154798,89.590096
1258593,89.590096
1214967,131.47157
1415050,131.47157
1249408,131.47157
1217205,131.47157
1403443,29.558882
1164395,63.41631
1131843,63.41631
1437106,58.265224
1360876,125.12485
1383471,125.12485
1008063,125.12485
1465304,125.12485
1045061,125.12485
1461030,50.060547
1207213,50.060547
1024905,17.135572
1161371,85.273674
1335725,85.273674
1185623,83.21192
1495661,83.21192
1059370,83.21192
1485382,85.273674
1136555,83.21192
1113434,85.273674
1476173,83.21192
1343027,268.03732
1048501,208.63951
1154647,134.7212
1019399,94.1468
1272535,97.146576
1321418,186.21758
1473948,190.52094
1083699,13.210641
1258695,108.73936
1141892,60.522923
1023603,60.522923
1009205,60.522923
1401622,60.522923
1056837,303.73126
1399479,183.99622
1380035,60.522923
1187248,60.522923
1052075,60.522923
1190890,60.522923
1302404,104.60542
1319320,89.30613
1363194,89.30613
1150515,89.30613
1465309,89.30613
1373073,89.30613
1164383,89.30613
1302775,89.30613
1387134,72.77003
1055877,72.77003
1308549,72.77003
1205716,72.77003
1471019,72.77003
1245854,72.77003
1453386,72.77003
1234023,72.77003
1472121,63.112297
1486257,56.693977
1290578,63.112297
1323798,56.693977
1176875,40.799377
1329642,40.799377
1060343,40.799377
1217405,40.799377
1103283,165.33809
1398797,185.95078
1198936,124.885704
1206071,132.61668
1148030,185.95078
1293650,121.197975
1200910,132.61668
1285518,132.61668
1080615,121.197975
1254886,165.33809
1265051,111.625084
1303545,168.4008
1241905,72.460785
1156187,168.4008
1164364,85.55521
1368515,72.460785
1371309,46.39086
1270509,46.39086
1023956,111.625084
1175778,111.625084
1168741,206.89082
1108197,162.75078
1322681,70.36653
1446803,162.75078
1460737,227.50352
1378544,206.89082
1223144,64.4892
1415427,103.423325
1238698,227.50352
1273113,206.89082
1083754,30.112236
1462240,351.6651
1135487,351.6651
1018722,30.112236
1172707,30.112236
1162264,30.112236
1333032,642.4947
1074655,235.16684
1017569,235.16684
1047271,286.83206
1364823,295.31363
1081645,295.31363
1193498,295.31363
1308101,286.83206
1295480,295.31363
1026912,295.31363
1117711,10.268145
1268268,10.268145
1084245,10.268145
1436228,10.268145
1316160,1067.7373
1419545,1052.3835
1062437,1064.928
1181575,1410.5842
1143023,815.8564
1278339,1052.3835
1282203,1058.8528
1080746,1052.3835
1296937,1005.37555
1210564,1139.4695
1022008,546.2061
1438700,533.6618
1314739,518.3082
1316314,516.1927
1050661,518.3082
1317396,516.1927
1179891,530.85254
1035233,516.1927
1011404,546.2061
1306324,546.2061
1138248,305.7822
1490626,305.7822
1281487,275.7687
1082441,296.89767
1482938,296.89767
1184923,305.7822
1326973,305.7822
1192047,296.89767
1267180,296.89767
1246324,528.3954
1181474,9.495053
1220195,103.97538
1137571,89.88044
1168297,112.03895
1353136,111.40699
1472975,89.88044
1433727,111.40699
1473901,0
1191319,30.624039
1416495,40.181778
1046475,100.21567
1493330,157.16824
1444927,131.49861
1213229,146.88449
1439048,157.16824
1289710,128.87459
1139483,135.96461
1330572,136.3063
1278620,100.21567
1482738,100.21567
1216688,362.7564
1474661,251.84354
1309062,238.80994
1437313,238.80994
1095693,238.80994
1268258,238.80994
1284565,261.55005
1124262,362.7564
1054665,322.83118
1112624,362.7564
1067565,591.7585
1139300,442.4886
1208174,447.9875
1011793,473.2458
1154581,459.7273
1385320,442.4886
1439856,473.2458
1340904,611.66907
1171791,611.66907
1071982,262.55063
1008328,467.95453
1356975,467.95453
1426728,492.2779
1376105,508.46844
1030585,602.329
1413560,602.329
1046211,602.329
1466477,603.77734
1464177,593.91766
1007464,610.6295
1430287,106.19868
1058569,109.42477
1492697,109.42477
1056546,109.42477
1204210,214.18741
1224718,175.69333
1053778,232.22586
1030896,175.69333
1088431,232.22586
1032604,106.19868
1406716,95.6611
1168881,76.71638
1213366,95.756645
1086686,165.25128
1061143,154.46155
1017207,165.9014
1414578,165.25128
1102297,98.982735
1216870,91.3348
1373185,98.982735
1105380,119.29908
1243006,119.20354
1095300,119.20354
1483804,122.52517
1354048,164.7876
1179559,122.52517
1254839,169.27063
1458313,110.22709
1081002,169.27063
1491158,119.20354
1248694,675.8161
1231562,675.8161
1130546,838.11487
1484346,597.3535
1442704,2900.2922
1231053,2836.5955
1483761,680.1824
1347385,592.68713
1330482,2834.9727
1185291,2811.289
1252163,405.5084
1380398,405.5084
1436318,405.5084
1065215,405.5084
1079999,405.5084
1278358,405.5084
1497315,480.40567
1349361,405.5084
1168663,405.5084
1364764,405.5084
1443474,547.6337
1451076,547.6337
1435826,547.6337
1191886,448.811
1263052,1853.2942
1263612,1853.2942
1233431,547.6337
1036701,525.7743
1492648,621.14386
1193094,580.7515
1257968,54.372723
1225233,54.372723
1377517,52.405983
1114069,52.405983
1427908,53.308563
1079074,53.308563
1139550,53.470142
1171872,53.308563
1371558,54.372723
1226362,105.90624
1058055,126.299
1237424,126.299
1097480,126.299
1239094,126.299
1427548,126.299
1134215,163.10286
1101934,126.299
1227132,106.970406
1107600,127.36315
1133067,429.95392
1333880,426.85004
1359714,429.95392
1108942,429.07626
1270430,425.97238
1158007,429.07626
1073033,429.07626
1035826,429.07626
1394665,429.95392
1325149,429.95392
1382522,514.49
1278260,1703.5809
1499444,500.1378
1395990,618.96704
1490371,504.3621
1239951,574.3037
1336054,2668.835
1377724,2080.066
1237631,535.32007
1286591,504.3621
1219136,285.69104
1111993,1329.9318
1130159,291.1709
1447928,286.52274
1425338,281.04288
1144306,285.69104
1054489,2059.7236
1164986,2272.7197
1031723,285.69104
1066069,285.69104
1249865,155.15721
1060602,155.15721
1183244,155.15721
1451782,155.15721
1134905,195.96211
1183036,195.96211
1388259,155.15721
1037543,155.15721
1034628,155.15721
1252651,155.15721
1207630,201.1063
1045125,201.1063
1497213,202.49344
1258001,201.1063
1079563,292.84775
1179847,292.84775
1064410,201.1063
1376454,201.1063
1181980,201.1063
1477762,201.1063
1144733,278.7795
1471235,278.7795
1133933,278.7795
1301416,278.7795
1197228,413.91144
1390628,413.91144
1265180,278.7795
1034409,278.7795
1125602,278.7795
1331846,278.7795
1163656,189.38608
1103189,189.38608
1106730,26.060274
1146782,26.060274
1347859,22.36403
1309782,22.36403
1148964,27.653456
1301591,27.653456
1054238,113.176674
1432687,113.176674
1369820,27.653456
1142224,27.653456
1222928,27.653456
1126137,27.653456
1289761,23.95721
1105042,23.95721
1206015,196.93874
1081991,196.93874
1052440,182.23073
1251515,196.93874
1177457,221.42229
1143868,221.42229
1012312,221.42229
1082444,196.93874
1231667,182.23073
1294198,196.93874
1105113,204.4077
1277408,203.34352
1085386,203.34352
1407082,203.34352
1385752,278.63232
1212643,296.73483
1021280,278.63232
1402014,204.4077
1242573,214.94798
1204789,207.73814
1430481,42.684574
1207788,42.684574
1065786,42.684574
1375055,42.684574
1430795,42.684574
1278380,42.684574
1091685,42.684574
1464998,42.684574
1341777,42.684574
1001589,89.87639
1245764,104.015366
1173024,108.200424
1140780,231.91245
1099951,94.86456
1276819,48.831264
1042565,48.831264
1334897,48.831264
1079864,48.831264
1455309,48.831264
1224132,80.364136
1317197,85.38818
