,id,num_orders
263,1133753,26.43
264,1111154,35.27
265,1197779,31.29
266,1365246,25.27
267,1366766,19.15
268,1198791,40.8
269,1327818,35.06
270,1331264,42.76
271,1204089,48.23
272,1053998,35.56
273,1077837,34.89
274,1329598,25.9
275,1246576,29.14
276,1192413,18.12
277,1089505,30.34
278,1053247,29.61
279,1427058,50.35
280,1399010,28.77
281,1022717,18.72
282,1281547,25.03
283,1368785,22.36
284,1319547,342.53
285,1190103,344.64
286,1240755,344.72
287,1336172,277.71
288,1271870,354.24
289,1407766,351.74
290,1309964,362.32
291,1170529,326.57
292,1273445,357.73
293,1101540,310.64
294,1337684,67.55
295,1280026,59.19
296,1323007,64.27
297,1255751,76.33
298,1354177,94.15
299,1078929,83.91
300,1019057,90.04
301,1450808,89.16
302,1298458,63.75
303,1364650,65.09
304,1479766,178.69
305,1387983,162.96
306,1159217,205.28
307,1320682,133.3
308,1085106,241.5
309,1233601,162.87
310,1131145,156.97
311,1258777,210.56
312,1159193,221.91
313,1010363,127.56
314,1298007,34.28
315,1431853,25.57
316,1164599,26.23
317,1484727,29.03
318,1251893,22.25
319,1204525,22.13
320,1347649,18.39
321,1493813,24.55
322,1140478,15.7
323,1482717,29.29
324,1312853,28.73
325,1136587,19.91
326,1301621,20.75
327,1160572,24.41
328,1110622,33.88
329,1344086,16.52
330,1210234,35.54
331,1080240,33.35
332,1156847,19.69
333,1424511,91.3
334,1294222,18.93
335,1097913,16.91
336,1218649,84.41
337,1138627,53.36
338,1483004,20.28
339,1465355,23.29
340,1221607,15.48
341,1289506,21.16
342,1421492,19.76
343,1075950,19.48
344,1085945,18.17
345,1492097,15.29
346,1271169,14.72
347,1177475,17.13
348,1067321,22.39
349,1051361,80.94
350,1030392,70.15
351,1155915,32.45
352,1229449,34.47
353,1132160,20.6
354,1256382,35.61
355,1108013,34.17
356,1259378,48.73
357,1053053,39.99
358,1057181,36.28
359,1287446,35.79
360,1124678,15.91
361,1075990,16.52
362,1460444,810.78
363,1476535,856.46
364,1297121,701.93
365,1141103,820.91
366,1274933,785.52
367,1435122,834.47
368,1486477,824.32
369,1195364,821.27
370,1301491,801.09
371,1059056,745.32
372,1139730,548.04
373,1301842,503.1
374,1251244,460.51
375,1183358,549.58
376,1059732,591.55
377,1151274,541.11
378,1072415,605.32
379,1469941,536.12
380,1288037,578.93
381,1325139,555.02
382,1115056,313.08
383,1292390,316.75
384,1166952,320.42
385,1384513,293.18
386,1093599,301.45
387,1367894,274.67
388,1119869,324.11
389,1070129,324.26
390,1394194,297.27
391,1002435,317.94
392,1385333,779.39
393,1009702,718.32
394,1479251,651.57
395,1253248,377.49
396,1245868,721.33
397,1031763,815.85
398,1477396,674.52
399,1489091,666.02
400,1485086,628.84
401,1276165,686.98
402,1096323,935.46
403,1350701,822.99
404,1065455,855.53
405,1142409,794.56
406,1488944,598.42
407,1020912,754.14
408,1436609,906.12
409,1253895,847.72
410,1165678,776.11
411,1327823,813.21
412,1230693,972.78
413,1398262,984.71
414,1345832,687.32
415,1267250,548.88
416,1432764,503.59
417,1301486,937.19
418,1069354,629.48
419,1245836,980.81
420,1275241,833.07
421,1463775,952.03
422,1027016,109.41
423,1191829,131.68
424,1112122,68.57
425,1479265,137.74
426,1126587,94.37
427,1195982,104.9
428,1314692,186.23
429,1493689,168.58
430,1039169,111.5
431,1401014,144.0
432,1181520,80.09
433,1025776,87.0
434,1177948,84.55
435,1203571,136.92
436,1209590,93.65
437,1058406,151.59
438,1304622,63.06
439,1301362,102.67
440,1232376,58.26
441,1348216,99.56
442,1306234,163.21
443,1378503,160.97
444,1296522,190.19
445,1478474,152.25
446,1111452,167.75
447,1428885,163.58
448,1078876,179.17
449,1426995,165.36
450,1310613,176.16
451,1284993,219.2
452,1271440,847.13
453,1118621,945.97
454,1192681,1031.22
455,1028746,913.03
456,1031614,827.63
457,1392506,825.66
458,1343631,930.01
459,1185820,896.07
460,1356333,869.73
461,1307954,864.71
462,1269834,571.37
463,1056163,531.86
464,1098695,563.82
465,1178203,594.95
466,1061470,476.67
467,1354722,605.76
468,1066795,491.27
469,1170494,493.33
470,1488737,497.05
471,1097182,489.99
472,1176823,795.26
473,1101710,702.64
474,1141921,784.35
475,1385350,887.98
476,1157741,792.65
477,1151119,812.82
478,1161188,913.61
479,1315527,880.17
480,1369399,909.73
481,1460667,830.7
482,1010243,168.9
483,1037655,185.88
484,1401737,145.81
485,1022228,167.56
486,1097803,140.21
487,1076303,133.41
488,1480464,190.88
489,1233512,126.16
490,1406320,140.76
491,1423616,149.68
492,1451807,122.64
493,1409671,156.88
494,1122214,190.16
495,1211769,176.9
496,1437385,143.36
497,1217993,123.07
498,1161892,155.13
499,1229478,157.76
500,1213094,122.88
501,1297883,144.28
502,1274226,726.71
503,1352572,742.83
504,1295323,725.37
505,1299017,750.3
506,1252039,773.47
507,1030444,796.6
508,1454269,662.58
509,1228734,744.17
510,1427970,690.98
511,1125886,802.47
512,1425142,429.11
513,1005746,661.17
514,1369118,484.05
515,1260005,536.13
516,1010852,398.15
517,1215951,540.65
518,1438319,777.13
519,1100299,675.61
520,1081163,418.56
521,1459649,489.22
522,1211593,232.57
523,1411245,641.34
524,1022614,238.08
525,1203568,198.43
526,1106084,218.25
527,1485205,211.12
528,1373998,642.65
529,1062654,566.25
530,1201316,224.23
531,1370105,213.32
532,1194932,131.74
533,1115132,159.94
534,1264565,130.9
535,1075641,166.8
536,1246631,171.32
537,1411198,165.65
538,1140498,167.26
539,1313588,161.38
540,1315048,183.72
541,1383782,131.79
542,1323477,290.98
543,1060474,251.18
544,1494909,151.0
545,1236863,190.97
546,1315101,210.64
547,1021195,133.27
548,1091479,175.03
549,1258153,188.05
550,1404475,199.37
551,1332940,206.43
552,1371595,197.03
553,1228275,209.83
554,1456589,220.42
555,1393900,195.41
556,1451902,197.35
557,1484282,193.52
558,1353419,155.65
559,1477668,167.7
560,1093917,151.34
561,1415280,180.96
562,1261811,142.45
563,1141743,126.89
564,1370665,126.06
565,1035256,119.1
566,1479691,257.32
567,1400324,215.64
568,1415004,141.13
569,1038432,116.51
570,1336056,124.07
571,1187092,125.18
572,1246502,198.45
573,1302001,200.85
574,1073776,199.85
575,1363056,229.06
576,1471341,305.94
577,1253143,286.49
578,1453040,204.95
579,1301753,204.54
580,1404546,226.47
581,1392729,224.5
582,1497466,409.02
583,1486369,355.94
584,1280462,292.38
585,1329993,388.53
586,1015668,406.46
587,1162775,403.27
588,1239627,316.72
589,1191627,340.47
590,1102060,332.02
591,1232474,321.79
592,1248779,19.05
593,1286196,335.25
594,1311264,296.51
595,1389854,33.22
596,1467104,54.78
597,1471259,59.85
598,1498881,44.58
599,1130256,58.18
600,1136112,63.52
601,1339197,63.6
602,1101505,204.15
603,1339810,287.51
604,1392791,63.41
605,1184046,51.48
606,1105735,56.29
607,1154260,63.21
608,1488663,69.89
609,1042242,68.31
610,1349533,323.13
611,1449142,279.54
612,1337248,327.01
613,1200866,301.18
614,1290309,587.55
615,1418797,554.77
616,1164582,585.27
617,1303136,302.92
618,1347698,279.96
619,1493799,296.81
620,1463406,284.92
621,1418001,280.67
622,1342588,302.43
623,1161315,262.98
624,1046297,430.39
625,1153933,417.95
626,1231645,421.79
627,1287870,285.73
628,1193177,240.21
629,1487003,297.61
630,1447686,150.82
631,1146210,215.43
632,1403685,165.91
633,1476020,271.88
634,1018738,237.54
635,1130157,254.34
636,1046978,165.82
637,1331178,213.36
638,1257741,194.7
639,1322423,224.81
640,1336105,111.25
641,1187686,150.32
642,1489882,94.41
643,1123496,206.5
644,1322525,127.72
645,1477958,132.92
646,1462588,147.99
647,1098622,63.4
648,1207399,143.49
649,1465439,126.17
650,1012855,623.93
651,1418147,493.76
652,1286032,540.33
653,1099298,562.49
654,1479230,451.05
655,1179950,519.77
656,1124263,571.33
657,1184587,514.65
658,1029660,577.61
659,1357396,540.35
660,1180646,514.95
661,1485809,479.46
662,1211075,446.12
663,1313206,440.52
664,1494204,579.27
665,1434483,430.37
666,1099251,374.33
667,1025379,466.6
668,1477569,491.83
669,1055674,478.83
670,1062490,287.15
671,1043605,245.94
672,1026057,241.67
673,1468053,146.7
674,1150560,258.24
675,1110568,346.0
676,1162730,195.41
677,1358189,254.52
678,1257386,232.63
679,1061706,255.15
680,1335827,77.72
681,1165522,146.3
682,1110279,133.08
683,1143313,149.95
684,1083501,148.39
685,1428672,116.41
686,1219047,145.59
687,1259870,135.71
688,1342405,128.57
689,1354416,122.3
690,1193098,83.63
691,1458214,94.97
692,1039561,67.15
693,1074938,127.29
694,1223395,103.99
695,1456334,144.5
696,1149120,152.39
697,1172680,71.63
698,1116900,67.02
699,1034878,63.97
700,1259675,70.8
701,1355647,63.43
702,1267774,113.69
703,1347236,114.39
704,1000392,129.17
705,1221328,120.68
706,1284731,140.66
707,1446589,65.04
708,1141794,56.68
709,1016845,156.92
710,1177882,146.34
711,1297460,133.18
712,1119491,241.27
713,1043097,158.25
714,1427114,107.09
715,1149568,155.22
716,1118707,213.69
717,1021503,156.53
718,1338844,143.27
719,1198021,126.73
720,1474866,66.67
721,1311455,75.09
722,1033015,48.22
723,1090571,153.11
724,1232737,47.39
725,1300878,101.61
726,1483287,115.19
727,1188526,85.3
728,1270382,98.58
729,1413802,71.31
730,1374584,70.82
731,1224680,68.32
732,1029041,64.57
733,1175602,168.92
734,1447145,144.17
735,1300870,71.16
736,1483261,83.06
737,1413577,72.02
738,1176990,66.15
739,1231223,154.81
740,1190669,138.77
741,1376192,106.19
742,1146955,63.65
743,1056018,137.49
744,1258889,149.14
745,1218561,95.49
746,1466508,128.97
747,1109609,68.88
748,1419190,63.36
749,1273467,55.1
750,1120980,54.06
751,1288632,44.39
752,1272229,61.13
753,1012823,48.04
754,1424258,65.39
755,1114584,39.06
756,1365258,36.52
757,1180223,43.0
758,1238801,36.7
759,1070150,36.98
760,1165612,42.72
761,1480839,37.28
762,1157017,51.16
763,1156189,61.82
764,1287339,49.97
765,1307947,61.78
766,1217805,52.83
767,1171521,155.41
768,1434146,176.76
769,1300093,192.56
770,1119480,147.48
771,1297275,193.39
772,1120782,169.22
773,1457486,190.1
774,1146680,158.2
775,1134271,182.51
776,1281939,170.66
777,1052384,195.54
778,1200598,174.86
779,1264244,161.71
780,1294669,119.29
781,1425440,119.11
782,1145895,170.58
783,1144262,207.76
784,1076977,131.39
785,1054344,159.34
786,1377594,143.15
787,1060921,157.61
788,1441064,133.55
789,1036623,114.91
790,1334537,121.65
791,1131845,135.24
792,1233303,113.59
793,1052105,130.5
794,1130360,131.53
795,1140184,122.39
796,1097453,135.03
797,1232717,38.21
798,1246974,38.7
799,1070455,241.05
800,1050349,348.31
801,1023950,55.4
802,1426156,59.07
803,1381963,41.88
804,1030017,55.52
805,1000438,50.76
806,1119483,69.29
807,1196334,391.98
808,1402996,126.82
809,1493032,176.88
810,1264183,256.07
811,1052529,217.12
812,1110240,237.22
813,1382389,260.42
814,1313142,229.85
815,1317341,259.57
816,1122806,242.77
817,1098228,677.56
818,1080847,693.95
819,1064602,689.19
820,1093227,691.86
821,1177861,668.41
822,1259611,709.52
823,1274836,668.81
824,1030333,692.19
825,1249982,662.15
826,1188591,640.4
827,1101375,420.7
828,1398435,515.13
829,1353965,452.48
830,1183936,361.77
831,1311911,471.18
832,1062494,441.56
833,1410039,488.61
834,1187463,350.8
835,1082477,405.52
836,1345516,415.32
837,1400016,573.58
838,1371135,504.41
839,1386866,554.35
840,1263387,575.45
841,1316202,564.87
842,1238695,566.83
843,1269164,556.93
844,1212464,550.22
845,1458850,589.08
846,1164926,554.7
847,1408468,79.68
848,1025542,211.37
849,1160326,209.71
850,1443402,188.18
851,1226069,206.86
852,1175779,204.55
853,1495888,172.68
854,1226727,89.17
855,1088993,73.64
856,1162495,107.34
857,1044490,83.71
858,1119951,177.09
859,1148469,177.56
860,1040533,199.76
861,1182305,193.18
862,1058670,192.76
863,1069033,201.22
864,1052272,79.79
865,1102729,85.41
866,1439572,75.85
867,1290002,651.72
868,1480585,754.25
869,1132573,642.94
870,1057544,591.0
871,1185226,469.95
872,1332114,755.19
873,1006557,615.1
874,1223406,864.12
875,1165398,692.63
876,1252122,867.59
877,1190633,717.32
878,1234168,718.55
879,1187850,507.46
880,1461408,735.03
881,1324628,717.01
882,1043320,786.96
883,1112006,708.6
884,1431890,880.38
885,1142113,974.02
886,1473136,899.84
887,1040430,1001.97
888,1087004,1014.67
889,1042794,935.99
890,1359630,720.34
891,1059906,757.43
892,1340375,743.07
893,1167679,758.05
894,1118042,1008.65
895,1433454,897.34
896,1414239,987.65
897,1049366,66.67
898,1442356,130.22
899,1344308,123.76
900,1057310,114.84
901,1450163,150.55
902,1249769,132.55
903,1328737,178.39
904,1358230,165.26
905,1245395,115.66
906,1227902,164.78
907,1224120,97.44
908,1083028,80.0
909,1435741,144.41
910,1227990,136.08
911,1102401,94.36
912,1494941,161.43
913,1405194,155.41
914,1160706,100.39
915,1389486,149.25
916,1475674,145.22
917,1293810,226.8
918,1321966,133.36
919,1376274,197.95
920,1453454,255.62
921,1341931,215.33
922,1133750,205.07
923,1452164,252.64
924,1142445,184.44
925,1334127,152.79
926,1074156,252.13
927,1197335,892.36
928,1098456,845.17
929,1004231,720.76
930,1348678,930.8
931,1069114,915.83
932,1120606,914.04
933,1116595,828.72
934,1124659,862.88
935,1403491,931.03
936,1124415,925.4
937,1323989,553.7
938,1063221,636.63
939,1375428,585.41
940,1171835,596.48
941,1175458,668.65
942,1022677,607.94
943,1064513,655.57
944,1141542,566.42
945,1254313,508.74
946,1429469,524.9
947,1129467,792.61
948,1440344,793.54
949,1199647,807.63
950,1329067,859.32
951,1310720,780.22
952,1187699,907.69
953,1490972,774.01
954,1188019,765.85
955,1393545,907.48
956,1196202,867.83
957,1217722,55.75
958,1024786,83.19
959,1164714,94.28
960,1487084,110.48
961,1194216,110.24
962,1333009,59.4
963,1400194,106.7
964,1220768,107.33
965,1171266,123.06
966,1018646,129.46
967,1224157,164.04
968,1476159,196.75
969,1481437,215.39
970,1137703,135.17
971,1443319,286.6
972,1297612,178.81
973,1366087,141.52
974,1219884,138.04
975,1170447,673.71
976,1141028,666.96
977,1283426,662.41
978,1353711,641.75
979,1053353,643.66
980,1077335,574.44
981,1347043,680.48
982,1222655,681.69
983,1413603,636.95
984,1166615,682.25
985,1140772,431.47
986,1473886,900.96
987,1040538,451.89
988,1300105,554.36
989,1254975,557.44
990,1468203,526.55
991,1147088,904.5
992,1225845,605.57
993,1449493,517.18
994,1168141,428.15
995,1103484,292.1
996,1179187,683.05
997,1262515,285.74
998,1050801,304.2
999,1209593,300.88
1000,1129604,294.42
1001,1471717,692.83
1002,1147030,576.23
1003,1374174,369.83
1004,1347061,157.87
1005,1289523,389.59
1006,1306275,464.51
1007,1123768,544.49
1008,1495866,471.92
1009,1251443,513.48
1010,1112488,373.57
1011,1248124,480.75
1012,1361909,411.74
1013,1484093,496.0
1014,1137757,577.1
1015,1091114,502.93
1016,1066926,601.54
1017,1042657,503.93
1018,1126990,487.41
1019,1135737,493.7
1020,1264507,645.03
1021,1220181,550.03
1022,1483607,588.42
1023,1465019,567.78
1024,1142488,680.71
1025,1043572,566.08
1026,1120725,474.2
1027,1493836,471.42
1028,1382069,571.77
1029,1262029,731.4
1030,1436339,612.84
1031,1171914,580.6
1032,1222059,663.51
1033,1179976,639.02
1034,1312713,704.2
1035,1052776,127.24
1036,1017418,125.46
1037,1084980,118.82
1038,1049695,127.25
1039,1152112,329.24
1040,1073128,138.27
1041,1400065,111.48
1042,1078686,116.1
1043,1442361,102.41
1044,1438146,107.11
1045,1206564,186.18
1046,1448674,194.33
1047,1237375,187.86
1048,1323061,189.65
1049,1205077,370.94
1050,1281460,360.09
1051,1483448,182.41
1052,1406717,198.85
1053,1439670,191.73
1054,1311889,191.78
1055,1302153,271.48
1056,1246959,261.64
1057,1433203,275.6
1058,1339909,257.22
1059,1161885,422.84
1060,1437209,450.45
1061,1357587,268.34
1062,1418362,293.83
1063,1118797,257.91
1064,1109876,261.3
1065,1097952,42.24
1066,1438615,40.06
1067,1068496,189.4
1068,1000100,244.85
1069,1134437,42.02
1070,1292242,42.46
1071,1413791,38.98
1072,1490069,42.61
1073,1314145,62.95
1074,1251605,39.1
1075,1207693,35.65
1076,1108927,191.62
1077,1388671,160.99
1078,1286860,26.17
1079,1306117,34.42
1080,1493718,31.23
1081,1289654,25.79
1082,1140803,74.8
1083,1086936,301.18
1084,1207218,263.55
1085,1040287,287.7
1086,1430895,312.48
1087,1029036,530.42
1088,1338150,643.81
1089,1352621,597.91
1090,1068287,288.42
1091,1032470,296.61
1092,1455331,300.51
1093,1088412,188.74
1094,1341714,190.89
1095,1317606,170.23
1096,1191523,169.12
1097,1373558,240.74
1098,1144418,443.95
1099,1482712,451.91
1100,1290408,193.03
1101,1044002,169.38
1102,1156368,155.63
1103,1236400,47.56
1104,1153639,53.44
1105,1004909,52.61
1106,1347302,37.34
1107,1448703,55.52
1108,1291242,62.23
1109,1224254,62.63
1110,1244516,63.63
1111,1327333,80.43
1112,1077866,137.59
1113,1157697,216.03
1114,1359546,101.55
1115,1083789,42.2
1116,1186701,61.34
1117,1307736,113.34
1118,1169772,65.78
1119,1423832,75.35
1120,1380381,72.92
1121,1110397,89.2
1122,1051554,111.5
1123,1158465,201.3
1124,1120697,80.45
1125,1080382,55.0
1126,1288728,58.48
1127,1023715,98.64
1128,1010857,90.32
1129,1432432,93.39
1130,1495062,681.25
1131,1079487,585.7
1132,1415325,497.51
1133,1347027,593.3
1134,1006493,532.04
1135,1005118,594.16
1136,1486530,697.3
1137,1269555,551.4
1138,1250542,488.87
1139,1218398,616.81
1140,1439647,290.16
1141,1321232,305.03
1142,1055592,525.53
1143,1241427,552.72
1144,1072422,528.67
1145,1381948,296.77
1146,1459193,342.46
1147,1107012,279.08
1148,1484291,279.75
1149,1189072,415.4
1150,1019214,308.3
1151,1340547,382.93
1152,1367086,334.54
1153,1188841,537.62
1154,1344109,335.86
1155,1378136,571.57
1156,1393759,375.4
1157,1352569,344.07
1158,1480595,391.8
1159,1349200,391.57
1160,1439889,61.1
1161,1043720,74.45
1162,1065834,41.8
1163,1272505,54.94
1164,1356980,47.81
1165,1028730,55.04
1166,1124574,66.25
1167,1369044,66.63
1168,1157352,65.82
1169,1229328,66.54
1170,1154798,64.57
1171,1258593,68.93
1172,1214967,87.88
1173,1415050,146.07
1174,1249408,89.09
1175,1217205,101.76
1176,1403443,66.28
1177,1164395,67.71
1178,1131843,72.22
1179,1437106,66.42
1180,1360876,149.5
1181,1383471,119.98
1182,1008063,115.36
1183,1465304,108.5
1184,1045061,103.33
1185,1461030,67.21
1186,1207213,68.18
1187,1024905,77.5
1188,1161371,112.92
1189,1335725,116.02
1190,1185623,104.91
1191,1495661,102.3
1192,1059370,98.11
1193,1485382,113.44
1194,1136555,102.68
1195,1113434,111.93
1196,1476173,100.0
1197,1343027,216.27
1198,1048501,213.48
1199,1154647,92.91
1200,1019399,72.11
1201,1272535,67.62
1202,1321418,75.55
1203,1473948,85.87
1204,1083699,39.42
1205,1258695,79.79
1206,1141892,69.02
1207,1023603,77.65
1208,1009205,64.05
1209,1401622,56.48
1210,1056837,175.86
1211,1399479,165.05
1212,1380035,59.65
1213,1187248,50.16
1214,1052075,68.23
1215,1190890,51.9
1216,1302404,99.03
1217,1319320,55.4
1218,1363194,81.31
1219,1150515,51.0
1220,1465309,91.34
1221,1373073,60.72
1222,1164383,47.16
1223,1302775,60.67
1224,1387134,17.05
1225,1055877,20.39
1226,1308549,23.68
1227,1205716,30.62
1228,1471019,18.29
1229,1245854,17.12
1230,1453386,18.38
1231,1234023,30.6
1232,1472121,25.54
1233,1486257,29.18
1234,1290578,29.59
1235,1323798,32.88
1236,1176875,20.05
1237,1329642,34.3
1238,1060343,19.72
1239,1217405,18.64
1240,1103283,167.92
1241,1398797,198.0
1242,1198936,116.23
1243,1206071,151.71
1244,1148030,195.85
1245,1293650,273.56
1246,1200910,141.96
1247,1285518,106.67
1248,1080615,167.7
1249,1254886,177.18
1250,1265051,169.49
1251,1303545,137.79
1252,1241905,91.85
1253,1156187,138.24
1254,1164364,151.78
1255,1368515,82.4
1256,1371309,84.44
1257,1270509,87.73
1258,1023956,137.58
1259,1175778,157.75
1260,1168741,144.16
1261,1108197,135.69
1262,1322681,96.65
1263,1446803,171.98
1264,1460737,161.65
1265,1378544,159.95
1266,1223144,85.96
1267,1415427,75.58
1268,1238698,161.54
1269,1273113,135.83
1270,1083754,58.54
1271,1462240,267.21
1272,1135487,161.82
1273,1018722,49.35
1274,1172707,57.23
1275,1162264,62.97
1276,1333032,426.41
1277,1074655,181.54
1278,1017569,244.3
1279,1047271,280.64
1280,1364823,239.26
1281,1081645,267.04
1282,1193498,274.98
1283,1308101,283.81
1284,1295480,274.92
1285,1026912,259.18
1286,1117711,14.84
1287,1268268,29.78
1288,1084245,26.88
1289,1436228,22.63
1290,1316160,865.29
1291,1419545,830.91
1292,1062437,786.03
1293,1181575,863.84
1294,1143023,799.02
1295,1278339,862.32
1296,1282203,922.63
1297,1080746,800.81
1298,1296937,834.81
1299,1210564,847.12
1300,1022008,660.13
1301,1438700,741.51
1302,1314739,728.8
1303,1316314,707.69
1304,1050661,713.67
1305,1317396,696.64
1306,1179891,690.04
1307,1035233,610.0
1308,1011404,702.96
1309,1306324,663.16
1310,1138248,559.43
1311,1490626,466.36
1312,1281487,473.61
1313,1082441,453.84
1314,1482938,463.51
1315,1184923,534.78
1316,1326973,485.31
1317,1192047,539.46
1318,1267180,480.94
1319,1246324,655.57
1320,1181474,82.85
1321,1220195,71.75
1322,1137571,129.24
1323,1168297,103.95
1324,1353136,109.37
1325,1472975,119.37
1326,1433727,103.56
1327,1473901,78.26
1328,1191319,62.25
1329,1416495,88.17
1330,1046475,41.77
1331,1493330,70.29
1332,1444927,75.47
1333,1213229,96.59
1334,1439048,74.87
1335,1289710,83.47
1336,1139483,72.15
1337,1330572,64.64
1338,1278620,44.78
1339,1482738,33.53
1340,1216688,283.59
1341,1474661,255.4
1342,1309062,251.73
1343,1437313,196.71
1344,1095693,224.12
1345,1268258,252.82
1346,1284565,222.86
1347,1124262,251.44
1348,1054665,241.86
1349,1112624,250.37
1350,1067565,463.56
1351,1139300,440.58
1352,1208174,479.98
1353,1011793,539.17
1354,1154581,440.31
1355,1385320,441.02
1356,1439856,531.3
1357,1340904,591.36
1358,1171791,655.43
1359,1071982,563.98
1360,1008328,422.01
